Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados,Pases_intentados,Pases_progresivos,Pases_progresivos,Regates_exitosos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xAG,xAG,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,market_value,contract_date
Omar El Hilali,ma MAR,RB,21-052,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,1,26,26,26,1,1,0,0,8,2,0.0,0.0,0.0,2,18,7,0,1,15,15,15,1,3,0,4,0,,0,1,0,0,12,0,2,1,1,100.0,€15.00m,30.06.2027
Naci Unuvar,nl NED,LM,21-143,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,2,1,0.0,0.0,0.1,0,4,0,0,1,3,3,3,0,0,0,1,0,0.0,1,0,0,0,3,0,0,1,0,,,
Joan Garcia,es ESP,GK,23-183,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,26,26,26,0,0,0,0,8,5,0.0,0.0,0.0,0,19,7,0,0,17,17,17,0,0,0,0,0,,0,0,0,0,7,0,0,0,1,100.0,€25.00m,30.06.2031
Isaac Romero,es ESP,FW,24-169,"Sunday November 3, 2024",0,3,0.1,0.1,0.0,0.0,1,16,16,16,0,0,0,0,4,0,0.0,0.0,0.0,0,13,3,0,0,11,11,11,0,1,0,14,4,0.0,2,0,2,1,19,4,1,0,1,33.3,€6.00m,30.06.2028
Isaac Romero,es ESP,FW,24-169,"Sunday November 3, 2024",0,3,0.1,0.1,0.0,0.0,1,16,16,16,0,0,0,0,4,0,0.0,0.0,0.0,0,13,3,0,0,11,11,11,0,1,0,14,4,0.0,2,0,2,1,19,4,1,0,1,33.3,€1.50m,30.06.2028
Kelechi Iheanacho,ng NGA,FW,28-031,"Sunday November 3, 2024",0,1,0.8,0.8,0.0,0.0,1,4,4,4,0,0,1,1,2,0,0.0,0.0,0.0,1,4,0,0,0,3,3,3,0,0,0,4,1,100.0,0,0,0,0,4,2,0,0,0,0.0,€4.50m,30.06.2026
Stanis Idumbo,be BEL,LW,19-127,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,1,0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,0,0,0,2,0,0.0,1,0,3,1,6,0,0,0,0,,€2.50m,30.06.2028
Jesus Navas,es ESP,"RW,RB",38-348,"Sunday November 3, 2024",0,0,0.0,0.0,0.1,0.1,3,54,54,54,4,4,0,0,10,7,0.1,0.1,0.0,1,48,6,0,6,39,39,39,0,1,0,36,0,,0,2,2,0,42,7,0,6,1,100.0,,
Dodi Lukebakio,be BEL,"RW,LW",27-040,"Sunday November 3, 2024",0,2,0.2,0.2,0.0,0.0,0,32,32,32,3,3,2,2,7,2,0.0,0.0,0.0,1,27,5,0,4,23,23,23,0,0,0,25,3,28.6,5,2,4,3,35,5,1,4,1,50.0,€20.00m,30.06.2028
Juanlu Sanchez,es ESP,AM,21-080,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,1,18,18,18,1,1,0,0,6,0,0.0,0.0,0.0,0,18,0,0,0,15,15,15,0,1,0,9,0,0.0,1,1,0,2,16,4,0,0,0,0.0,€12.00m,30.06.2029
Israel Dominguez,es ESP,LW,21-180,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,1,0,0.0,0.0,0.0,0,1,1,0,0,2,2,2,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0.0,,
Albert Sambi Lokonga,be BEL,DM,25-012,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,1,62,62,62,5,5,0,0,23,3,0.0,0.0,0.0,11,61,1,0,0,57,57,57,0,0,0,6,0,,0,1,2,0,48,1,1,0,0,0.0,€8.00m,30.06.2026
Peque,es ESP,AM,22-030,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,7,7,7,1,1,1,1,1,0,0.0,0.0,0.0,0,7,0,0,0,3,3,3,0,0,0,4,1,100.0,0,0,1,1,7,2,0,0,0,0.0,,
Nemanja Gudelj,rs SRB,DM,32-353,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,1,40,40,40,3,3,0,0,12,1,0.0,0.0,0.0,2,34,6,0,3,30,30,30,0,1,0,11,0,0.0,1,1,3,0,25,1,1,3,3,75.0,€3.00m,30.06.2026
Adria Pedrosa,es ESP,LB,26-174,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,2,59,59,59,1,1,0,0,24,0,0.0,0.0,0.1,4,49,10,0,1,44,44,44,0,2,0,14,1,0.0,1,0,4,0,38,2,0,1,1,33.3,€7.00m,30.06.2028
Kike Salas,es ESP,CB,22-194,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,72,72,72,3,3,0,0,33,3,0.0,0.0,0.0,0,67,4,0,0,55,55,55,1,4,0,2,1,,0,0,0,0,53,0,0,0,1,50.0,€8.00m,30.06.2029
Marcao,br BRA,CB,28-151,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,1,43,43,43,5,5,0,0,22,3,0.0,0.0,0.0,1,40,3,0,0,41,41,41,0,3,0,0,0,,0,0,0,0,29,0,1,0,3,75.0,€2.00m,30.06.2027
Djibril Sow,ch SUI,"DM,AM",27-271,"Sunday November 3, 2024",0,1,0.0,0.0,0.0,0.0,1,12,12,12,0,0,0,0,8,0,0.0,0.0,0.0,2,12,0,0,0,9,9,9,0,0,0,4,1,,0,0,0,0,7,1,0,0,0,,€7.50m,30.06.2028
Carmona,es ESP,"RB,CB",22-279,"Sunday November 3, 2024",0,1,0.0,0.0,0.0,0.0,2,66,66,66,5,5,2,2,26,2,0.0,0.0,0.0,10,57,9,0,1,53,53,53,0,2,0,14,0,100.0,0,4,1,2,47,1,1,1,1,100.0,,
Alvaro Fernandez,es ESP,GK,26-204,"Sunday November 3, 2024",0,0,0.0,0.0,0.1,0.1,1,50,50,50,0,0,0,0,15,7,0.1,0.1,0.0,1,42,8,0,0,30,30,30,0,0,0,0,0,,0,0,0,0,34,0,0,0,0,,€2.00m,30.06.2027
Mikel Oyarzabal,es ESP,FW,27-196,"Sunday November 3, 2024",1,1,0.9,0.1,0.0,0.0,0,11,11,11,0,0,0,0,2,0,0.0,0.0,0.0,0,10,1,0,0,6,6,6,0,0,0,7,2,,0,1,3,1,11,2,0,0,3,60.0,€25.00m,30.06.2028
Orri Steinn Oskarsson,is ISL,FW,20-066,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,2,2,2,1,1,0,0,1,0,0.0,0.0,0.0,1,2,0,0,0,2,2,2,0,1,0,2,1,,0,0,0,0,2,1,1,0,0,0.0,€15.00m,30.06.2030
Sergio Gomez,es ESP,LM,24-060,"Sunday November 3, 2024",0,1,0.0,0.0,0.2,0.2,5,41,41,41,1,1,0,0,5,4,0.2,0.2,0.4,0,31,10,0,9,31,31,31,0,0,0,22,1,,0,0,2,1,23,8,1,9,0,,€20.00m,30.06.2030
Jon Magunazelaia,es ESP,LM,23-113,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,,
Luka Sucic,hr CRO,CM,22-056,"Sunday November 3, 2024",0,1,0.0,0.0,0.0,0.0,2,33,33,33,2,2,0,0,4,3,0.0,0.0,0.0,1,32,1,0,0,26,26,26,0,0,0,4,0,,0,0,3,1,26,0,1,0,1,100.0,€15.00m,30.06.2029
Brais Mendez,es ESP,CM,27-301,"Sunday November 3, 2024",0,1,0.0,0.0,0.0,0.0,2,29,29,29,3,3,0,0,8,2,0.0,0.0,0.0,3,29,0,0,0,24,24,24,0,1,0,10,1,0.0,2,2,0,2,31,7,3,0,0,0.0,€22.00m,30.06.2028
Olasagasti,es ESP,CM,24-079,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,6,6,6,1,1,0,0,3,0,0.0,0.0,0.0,1,6,0,0,0,5,5,5,0,0,0,0,0,,0,0,0,0,3,1,0,0,0,0.0,,
Takefusa Kubo,jp JPN,RM,23-152,"Sunday November 3, 2024",1,2,0.2,0.2,0.2,0.2,4,30,30,30,5,5,1,1,5,1,0.2,0.2,0.1,5,29,0,0,4,21,21,21,1,0,0,20,5,25.0,3,1,2,2,31,9,0,4,2,66.7,€30.00m,30.06.2029
Sheraldo Becker,sr SUR,RM,29-268,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,1,1,0,0,1,0,0.0,0.0,0.0,0,4,0,0,1,2,2,2,0,1,0,2,1,,0,0,0,0,3,2,2,1,0,,€2.50m,30.06.2026
Martin Zubimendi,es ESP,DM,25-275,"Sunday November 3, 2024",0,1,0.1,0.1,0.2,0.2,2,50,50,50,8,8,1,1,23,2,0.2,0.2,0.0,4,49,1,0,0,42,42,42,0,3,1,5,1,100.0,0,2,1,0,41,0,4,0,2,100.0,€60.00m,30.06.2030
Javi Lopez,es ESP,LB,22-223,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,30,30,30,1,1,1,1,7,5,0.0,0.0,0.0,2,25,5,0,0,24,24,24,0,3,0,0,0,100.0,0,0,2,0,21,0,1,0,0,0.0,€7.50m,30.06.2030
Aihen Munoz,es ESP,LB,27-079,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,€4.00m,30.06.2027
Nayef Aguerd,ma MAR,CB,28-218,"Sunday November 3, 2024",0,1,0.1,0.1,0.0,0.0,1,62,62,62,3,3,0,0,25,6,0.0,0.0,0.0,3,60,1,0,0,53,53,53,1,11,0,1,1,,0,0,0,0,54,0,0,0,3,75.0,€18.00m,30.06.2027
Igor Zubeldia,es ESP,CB,27-218,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,62,62,62,3,3,0,0,27,3,0.0,0.0,0.0,1,62,0,1,0,48,48,48,0,4,0,0,0,,0,0,0,0,47,0,2,0,1,33.3,€12.00m,30.06.2029
Jon Aramburu,ve VEN,RB,22-103,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,52,52,52,2,2,2,2,14,1,0.0,0.0,0.0,0,40,12,0,0,38,38,38,0,5,0,13,0,66.7,1,0,3,0,27,1,1,0,2,50.0,€15.00m,30.06.2030
Alex Remiro,es ESP,GK,29-224,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,34,34,34,0,0,0,0,15,5,0.0,0.0,0.0,0,27,7,0,0,22,22,22,0,0,0,0,0,,0,0,0,0,23,0,0,0,0,,€18.00m,30.06.2027
Alvaro djalo,es ESP,FW,25-079,"Sunday November 3, 2024",0,0,0.0,0.0,0.5,0.5,2,12,12,12,2,2,1,1,4,1,0.5,0.5,0.3,2,11,0,0,2,8,8,8,1,0,0,7,1,50.0,1,1,1,0,10,4,0,2,0,0.0,,
Alex Berenguer,es ESP,"AM,FW",29-122,"Sunday November 3, 2024",1,1,0.4,0.4,0.1,0.1,1,18,18,18,3,3,0,0,5,1,0.1,0.1,0.0,2,16,2,0,3,14,14,14,0,0,0,13,1,,0,0,1,0,16,3,0,3,0,,€9.00m,30.06.2027
Nico Williams,es ESP,LW,22-114,"Sunday November 3, 2024",0,1,0.0,0.0,0.4,0.4,5,27,27,27,2,2,2,2,7,2,0.4,0.4,0.3,0,22,4,0,3,18,18,18,1,0,0,26,3,40.0,3,3,3,4,23,6,1,3,0,0.0,€70.00m,30.06.2035
Inaki Williams,gh GHA,RW,30-141,"Sunday November 3, 2024",0,5,0.6,0.6,1.9,1.9,8,33,33,33,6,6,3,3,8,5,1.9,1.9,1.2,3,31,1,1,3,25,25,25,1,1,0,23,9,60.0,2,2,4,0,41,15,0,3,2,100.0,€15.00m,30.06.2028
Oihan Sancet,es ESP,AM,24-192,"Sunday November 3, 2024",0,3,1.5,1.5,0.0,0.0,4,22,22,22,5,5,0,0,7,2,0.0,0.0,0.0,6,20,2,0,0,18,18,18,0,0,0,9,5,0.0,1,1,2,1,27,4,0,0,1,100.0,€60.00m,30.06.2032
Javi Marton,es ESP,FW,25-181,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,1,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,0,0,0,2,0,,0,0,3,0,1,1,1,0,1,100.0,,
Benat Prados,es ESP,DM,23-269,"Sunday November 3, 2024",0,1,0.1,0.1,0.1,0.1,0,39,39,39,3,3,0,0,18,5,0.1,0.1,0.0,1,38,1,0,1,35,35,35,0,1,0,5,2,,0,0,1,0,31,4,2,1,1,100.0,€18.00m,30.06.2031
Unai Gomez,es ESP,DM,21-162,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,5,5,5,0,0,0,0,1,0,0.0,0.0,0.0,0,5,0,0,0,3,3,3,0,0,0,0,0,,0,0,0,0,3,0,0,0,1,100.0,€6.00m,30.06.2028
Inigo Ruiz de Galarreta,es ESP,DM,31-089,"Sunday November 3, 2024",0,0,0.0,0.0,0.1,0.1,3,45,45,45,9,9,0,0,17,7,0.1,0.1,0.2,6,41,4,1,5,34,34,34,0,1,0,12,0,0.0,0,1,0,2,37,2,2,5,0,,€3.00m,30.06.2027
Ander Herrera,es ESP,DM,35-081,"Sunday November 3, 2024",0,2,0.8,0.8,0.0,0.0,1,24,24,24,2,2,0,0,13,1,0.0,0.0,0.0,1,24,0,0,1,21,21,21,0,0,0,7,2,,0,1,0,0,20,0,0,1,1,100.0,,
Yuri Berchiche,es ESP,LB,34-267,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,2,68,68,68,4,4,0,0,33,4,0.0,0.0,0.0,2,58,10,0,1,55,55,55,0,3,1,9,0,0.0,0,2,0,0,44,1,1,1,4,66.7,€1.40m,30.06.2026
Aitor Paredes,es ESP,CB,24-188,"Sunday November 3, 2024",0,1,0.2,0.2,0.0,0.0,1,65,65,65,1,1,0,0,41,6,0.0,0.0,0.0,3,65,0,0,0,59,59,59,0,5,0,1,1,,0,0,0,0,55,0,0,0,2,40.0,€22.00m,30.06.2029
Daniel Vivian,es ESP,CB,25-111,"Sunday November 3, 2024",0,1,0.1,0.1,0.0,0.0,2,74,74,74,4,4,1,1,41,5,0.0,0.0,0.0,3,72,2,0,0,67,67,67,0,3,0,6,3,50.0,1,0,2,0,63,1,1,0,2,66.7,€40.00m,30.06.2032
Oscar de Marcos,es ESP,RB,35-203,"Sunday November 3, 2024",0,0,0.0,0.0,0.4,0.4,2,58,58,58,4,4,0,0,31,3,0.4,0.4,0.1,2,45,13,0,3,48,48,48,0,1,0,14,1,,0,0,0,0,32,2,1,3,3,75.0,,
Andoni Gorosabel,es ESP,RB,28-091,"Sunday November 3, 2024",0,2,0.3,0.3,0.0,0.0,0,9,9,9,0,0,0,0,3,0,0.0,0.0,0.0,0,7,2,0,0,7,7,7,0,0,0,8,2,,0,0,0,0,7,2,0,0,0,,€5.00m,30.06.2028
Julen Agirrezabala,es ESP,GK,23-313,"Sunday November 3, 2024",156,0,0.0,0.0,0.0,0.0,0,28,28,28,0,0,0,0,12,6,0.0,0.0,0.0,0,24,4,0,0,20,20,20,0,0,0,0,0,,0,0,0,0,18,0,0,0,0,,error,30.06.2026
Ezequiel Avila,ar ARG,FW,30-271,"Sunday November 3, 2024",0,1,0.0,0.0,0.0,0.0,1,17,17,17,2,2,1,1,4,2,0.0,0.0,0.0,0,16,1,0,0,13,13,13,0,0,0,5,0,100.0,0,0,1,1,17,3,0,0,0,,,
Assane Diao,sn SEN,RW,19-057,"Sunday November 3, 2024",0,1,0.1,0.1,0.4,0.4,2,10,10,10,0,0,1,1,1,1,0.4,0.4,0.0,0,10,0,0,3,6,6,6,0,2,0,10,3,50.0,1,1,3,0,12,3,1,3,3,60.0,€30.00m,30.06.2029
Vitor Roque,br BRA,FW,19-249,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,1,8,8,8,1,1,0,0,1,1,0.0,0.0,0.0,0,7,1,0,0,5,5,5,0,0,0,8,0,0.0,1,3,4,0,10,1,1,0,0,0.0,,
Cedric Bakambu,cd COD,FW,33-206,"Sunday November 3, 2024",0,1,0.4,0.4,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,0,0,0,1,33.3,€1.50m,30.06.2026
Abde Ezzalzouli,ma MAR,"LW,LM",22-322,"Sunday November 3, 2024",0,1,0.0,0.0,0.0,0.0,1,38,38,38,4,4,3,3,6,0,0.0,0.0,0.0,1,37,1,0,2,25,25,25,0,0,0,18,3,60.0,2,4,4,2,37,8,1,2,1,20.0,€12.00m,30.06.2029
Johnny Cardoso,us USA,CM,23-044,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,40,40,40,1,1,0,0,11,2,0.0,0.0,0.0,1,40,0,0,0,36,36,36,0,9,0,3,0,,0,1,1,1,32,2,2,0,0,0.0,€25.00m,30.06.2030
Sergi Altimira,es ESP,CM,23-070,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,36,36,36,1,1,0,0,14,1,0.0,0.0,0.0,0,36,0,0,0,30,30,30,0,1,0,5,0,,0,0,0,0,31,0,1,0,0,,€15.00m,30.06.2029
Iker Losada,es ESP,CM,23-094,"Sunday November 3, 2024",0,1,0.2,0.2,0.0,0.0,0,18,18,18,1,1,0,0,7,0,0.0,0.0,0.0,0,18,0,1,0,14,14,14,0,1,0,7,1,,0,0,1,2,16,1,0,0,0,0.0,€1.50m,30.06.2026
Pablo Fornals,es ESP,"CM,RM",28-255,"Sunday November 3, 2024",1,2,0.1,0.1,0.1,0.1,2,45,45,45,5,5,0,0,15,5,0.1,0.1,0.1,3,42,3,0,2,38,38,38,0,1,0,15,2,0.0,1,0,0,3,38,2,0,2,1,25.0,€6.00m,30.06.2029
Romain Perraud,fr FRA,LB,27-042,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,1,56,56,56,2,2,0,0,14,1,0.0,0.0,0.0,4,46,10,0,3,46,46,46,0,1,0,10,0,0.0,3,1,1,2,44,2,0,3,0,,€5.00m,30.06.2028
Diego Llorente,es ESP,CB,31-079,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,84,84,84,3,3,0,0,39,14,0.0,0.0,0.0,5,81,3,0,0,78,78,78,0,7,0,0,0,,0,0,1,0,65,0,0,0,3,100.0,€6.00m,30.06.2028
Marc Bartra,es ESP,CB,33-293,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,70,70,70,4,4,0,0,39,6,0.0,0.0,0.0,4,69,1,0,0,58,58,58,0,4,0,0,0,0.0,1,0,1,1,62,0,0,0,0,0.0,€1.00m,30.06.2027
Natan,br BRA,CB,23-271,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,2,0,0.0,0.0,0.0,0,3,0,0,0,2,2,2,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,,€9.00m,30.06.2030
Hector Bellerin,es ESP,RB,29-229,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,24,24,24,1,1,1,1,11,0,0.0,0.0,0.0,0,20,4,0,0,21,21,21,0,0,0,3,0,100.0,0,0,1,0,16,3,2,0,1,50.0,€2.00m,30.06.2028
Youssouf Sabaly,sn SEN,RB,31-243,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,1,31,31,31,2,2,1,1,9,0,0.0,0.0,0.0,2,22,9,0,2,23,23,23,0,2,0,9,0,50.0,1,0,1,1,21,2,0,2,1,100.0,,
Rui Silva,pt POR,GK,30-270,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,55,55,55,0,0,0,0,30,11,0.0,0.0,0.0,0,45,10,0,0,44,44,44,0,0,0,0,0,,0,0,0,0,31,0,0,0,0,,,
Anastasios Douvikas,gr GRE,FW,25-094,"Monday November 4, 2024",1,3,1.3,1.3,0.0,0.0,1,15,15,15,0,0,0,0,3,0,0.0,0.0,0.0,0,14,1,0,0,8,8,8,0,0,0,14,5,0.0,1,0,3,2,20,5,1,0,4,80.0,€10.00m,30.06.2029
Borja Iglesias,es ESP,FW,31-292,"Monday November 4, 2024",0,1,0.1,0.1,0.1,0.1,1,10,10,10,1,1,0,0,1,0,0.1,0.1,0.0,0,9,0,0,0,8,8,8,1,0,0,6,1,,0,1,0,0,8,1,0,0,0,,€3.00m,30.06.2027
Jonathan Bamba,ci CIV,LW,28-223,"Monday November 4, 2024",0,0,0.0,0.0,0.1,0.1,2,45,45,45,4,4,3,3,8,1,0.1,0.1,0.1,2,44,0,0,0,36,36,36,1,0,0,16,2,60.0,1,1,1,0,37,6,0,0,1,100.0,,
Tadeo Allende,ar ARG,FW,25-258,"Monday November 4, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,1,1,1,0,0,0,0,0,0.0,1,0,0,0,3,0,0,0,0,,,
Iago Aspas,es ESP,"RW,AM",37-095,"Monday November 4, 2024",0,2,0.1,0.1,1.1,1.1,7,50,50,50,4,4,2,2,11,2,1.1,1.1,0.8,1,48,1,2,0,34,34,34,1,0,0,28,2,66.7,1,4,3,1,48,6,0,0,1,50.0,€2.00m,30.06.2026
Mihailo Ristic,rs SRB,LM,29-004,"Monday November 4, 2024",0,0,0.0,0.0,0.0,0.0,0,30,30,30,0,0,1,1,4,1,0.0,0.0,0.0,0,25,5,0,1,21,21,21,0,2,0,7,0,25.0,3,0,2,0,26,2,0,1,0,0.0,€900k,30.06.2026
Hugo Alvarez,es ESP,"RM,LM,WB",21-125,"Monday November 4, 2024",0,1,0.3,0.3,0.0,0.0,1,16,16,16,1,1,0,0,5,1,0.0,0.0,0.0,1,14,2,0,0,15,15,15,0,0,0,7,4,0.0,1,0,1,0,13,4,1,0,0,,€7.50m,30.06.2028
Fran Beltran,es ESP,CM,25-275,"Monday November 4, 2024",0,1,0.1,0.1,0.0,0.0,0,39,39,39,2,2,0,0,12,1,0.0,0.0,0.0,3,39,0,0,0,33,33,33,0,3,0,7,1,,0,2,2,1,34,0,0,0,2,33.3,€8.00m,30.06.2026
Ilaix Moriba,gn GUI,CM,21-290,"Monday November 4, 2024",0,0,0.0,0.0,0.0,0.0,0,17,17,17,0,0,0,0,5,1,0.0,0.0,0.0,2,16,1,0,0,15,15,15,0,1,0,3,0,,0,1,0,0,16,1,0,0,0,0.0,€6.00m,30.06.2029
Hugo Sotelo,es ESP,CM,20-321,"Monday November 4, 2024",0,0,0.0,0.0,0.0,0.0,0,77,77,77,10,10,0,0,29,7,0.0,0.0,0.1,7,70,7,0,1,68,68,68,0,0,0,6,0,0.0,1,1,0,1,61,1,4,1,1,33.3,€4.00m,30.06.2028
Oscar Mingueza,es ESP,"RM,LM,WB",25-175,"Monday November 4, 2024",0,1,0.0,0.0,0.4,0.4,4,63,63,63,5,5,3,3,22,8,0.4,0.4,0.2,4,55,8,0,3,53,53,53,0,3,0,24,1,60.0,2,2,2,0,49,3,0,3,0,,€20.00m,30.06.2026
Marcos Alonso,es ESP,CB,33-312,"Monday November 4, 2024",0,0,0.0,0.0,0.0,0.0,0,91,91,91,2,2,0,0,39,4,0.0,0.0,0.0,6,86,4,0,1,77,77,77,1,8,0,5,0,0.0,1,0,0,0,70,1,0,1,7,63.6,€1.50m,30.06.2026
Carl Starfelt,se SWE,CB,29-156,"Monday November 4, 2024",0,0,0.0,0.0,0.0,0.0,0,63,63,63,1,1,0,0,37,3,0.0,0.0,0.0,0,62,1,0,0,56,56,56,0,5,0,0,0,,0,0,0,0,46,0,1,0,5,50.0,€6.00m,30.06.2027
Javier Manquillo,es ESP,CB,30-183,"Monday November 4, 2024",0,0,0.0,0.0,0.0,0.0,0,29,29,29,1,1,0,0,10,1,0.0,0.0,0.0,0,28,1,0,0,25,25,25,0,0,0,3,0,,0,2,0,0,24,1,3,0,0,,,
Javi Rodriguez,es ESP,CB,21-131,"Monday November 4, 2024",0,1,0.0,0.0,0.3,0.3,1,29,29,29,1,1,0,0,8,2,0.3,0.3,0.0,2,29,0,0,0,24,24,24,0,1,0,4,0,,0,0,0,0,25,1,2,0,2,100.0,€15.00m,30.06.2028
Vicente Guaita,es ESP,GK,37-299,"Monday November 4, 2024",0,0,0.0,0.0,0.0,0.0,0,28,28,28,0,0,0,0,14,6,0.0,0.0,0.0,0,21,7,0,0,23,23,23,0,0,0,0,0,,0,0,0,0,14,0,0,0,1,100.0,,
Christantus Uche,ng NGA,FW,21-169,"Monday November 4, 2024",0,4,0.3,0.3,0.0,0.0,1,15,15,15,2,2,2,2,2,0,0.0,0.0,0.0,2,14,1,0,0,10,10,10,0,0,0,12,6,66.7,1,0,5,1,22,3,1,0,6,54.5,€15.00m,30.06.2028
Iglesias,es ESP,"RB,FW",26-124,"Monday November 4, 2024",0,0,0.0,0.0,0.0,0.0,0,15,15,15,1,1,0,0,4,1,0.0,0.0,0.0,2,13,2,0,1,7,7,7,0,1,0,2,0,,0,0,0,0,8,1,0,1,0,,€3.50m,30.06.2026
Alex Sola,es ESP,"LW,LM",25-148,"Monday November 4, 2024",0,0,0.0,0.0,0.0,0.0,2,19,19,19,4,4,0,0,7,0,0.0,0.0,0.0,1,18,1,0,0,17,17,17,0,0,0,10,0,0.0,2,0,0,0,24,5,0,0,1,50.0,€2.50m,30.06.2027
Peter Gonzalez,do DOM,"RM,LM,RB",22-102,"Monday November 4, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,1,0,0.0,0.0,0.0,0,3,0,0,0,2,2,2,0,0,0,3,0,,0,0,2,0,4,1,0,0,0,0.0,,
Carles Perez,es ESP,"RM,RW,LM",26-262,"Monday November 4, 2024",0,2,0.1,0.1,0.2,0.2,2,34,34,34,1,1,2,2,10,1,0.2,0.2,0.1,2,33,1,0,3,26,26,26,0,0,0,20,2,100.0,0,1,3,1,26,6,1,3,0,0.0,,
Mauro Arambarri,uy URU,"CM,AM",29-035,"Monday November 4, 2024",0,0,0.0,0.0,0.1,0.1,3,27,27,27,2,2,3,3,8,4,0.1,0.1,0.0,2,26,1,0,0,24,24,24,0,0,0,12,0,75.0,1,0,4,2,24,1,0,0,1,50.0,€12.00m,30.06.2028
Luis Milla,es ESP,"CM,DM",30-028,"Monday November 4, 2024",0,2,0.1,0.1,0.0,0.0,4,47,47,47,6,6,3,3,14,6,0.0,0.0,0.1,5,40,7,0,2,38,38,38,0,0,0,15,0,50.0,3,1,2,0,32,2,0,2,1,50.0,€3.50m,30.06.2027
Nabil Aberdin,fr FRA,DM,22-073,"Monday November 4, 2024",0,0,0.0,0.0,0.0,0.0,0,10,10,10,0,0,0,0,3,1,0.0,0.0,0.0,0,10,0,0,0,5,5,5,0,0,0,1,0,,0,0,0,1,7,0,2,0,0,0.0,,
